year,high,low,med,very_high,total,per_high,per_low,per_med,per_v_high
2016-01-01,220,2570,1051,9,3850,5.714285714285714,66.75324675324676,27.2987012987013,0.23376623376623376
2017-01-01,242,2258,785,8,3293,7.348921955663529,68.56969328879441,23.83844518675979,0.24293956878226544
2018-01-01,218,1831,658,7,2714,8.032424465733234,67.46499631540162,24.244657332350776,0.2579218865143699
2019-01-01,271,2133,746,1,3151,8.600444303395747,67.69279593779753,23.67502380196763,0.031735956839098696
2020-01-01,220,1476,615,3,2314,9.507346585998272,63.78565254969749,26.577355229040624,0.12964563526361278
2021-01-01,321,2043,822,5,3191,10.059542463177687,64.02381698527108,25.759949858978377,0.15669069257286117
